year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2021,2,UA,United Air Lines Inc.,TPA,"Tampa, FL: Tampa International",398,76,20.83,7.73,34.42,0,13.02,18,0,4092,803,537,1395,0,1357
2021,2,UA,United Air Lines Inc.,TUL,"Tulsa, OK: Tulsa International",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,2,UA,United Air Lines Inc.,TUS,"Tucson, AZ: Tucson International",25,2,1,0,1,0,0,4,0,277,242,0,35,0,0
2021,2,WN,Southwest Airlines Co.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",280,35,15.82,0.67,6.48,0,12.03,19,0,1105,409,31,183,0,482
2021,2,WN,Southwest Airlines Co.,ALB,"Albany, NY: Albany International",121,12,5.38,0.73,2.54,1,2.35,11,0,668,404,68,74,40,82
2021,2,WN,Southwest Airlines Co.,AMA,"Amarillo, TX: Rick Husband Amarillo International",60,4,3.5,0,0.03,0,0.47,6,0,204,196,0,1,0,7
2021,2,WN,Southwest Airlines Co.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1661,169,77.3,4.56,47.19,0.21,39.74,103,0,6265,2796,374,1573,10,1512
2021,2,WN,Southwest Airlines Co.,AUS,"Austin, TX: Austin - Bergstrom International",658,71,37.79,2.38,15.19,2,13.64,124,4,2500,1382,105,507,50,456
2021,2,WN,Southwest Airlines Co.,BDL,"Hartford, CT: Bradley International",120,19,9.33,0.82,4,1,3.85,10,0,1090,593,134,200,23,140
2021,2,WN,Southwest Airlines Co.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",140,25,12.96,0,5.9,0,6.15,10,0,1250,522,0,291,0,437
2021,2,WN,Southwest Airlines Co.,BNA,"Nashville, TN: Nashville International",2016,211,78.19,5.63,73.62,0,53.56,270,1,8731,3320,425,2673,0,2313
2021,2,WN,Southwest Airlines Co.,BOI,"Boise, ID: Boise Air Terminal",189,29,8.33,0,7.81,0,12.86,0,0,1208,458,0,263,0,487
2021,2,WN,Southwest Airlines Co.,BOS,"Boston, MA: Logan International",223,21,7.33,2.75,3.51,1,6.41,28,0,629,205,61,110,51,202
2021,2,WN,Southwest Airlines Co.,BUF,"Buffalo, NY: Buffalo Niagara International",206,34,10.3,0.51,10.06,1,12.13,14,0,1060,302,18,261,16,463
2021,2,WN,Southwest Airlines Co.,BUR,"Burbank, CA: Bob Hope",344,27,14.4,0,3.95,0,8.65,0,1,952,539,0,103,0,310
2021,2,WN,Southwest Airlines Co.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",3226,274,95.59,5.03,95.67,1.96,75.76,409,2,11195,4863,311,2670,43,3308
2021,2,WN,Southwest Airlines Co.,CHS,"Charleston, SC: Charleston AFB/International",136,16,3.87,1.1,7.35,0,3.68,17,0,711,173,41,286,0,211
2021,2,WN,Southwest Airlines Co.,CLE,"Cleveland, OH: Cleveland-Hopkins International",260,41,21.82,0.59,11.37,1,6.22,22,0,1284,607,58,363,20,236
2021,2,WN,Southwest Airlines Co.,CLT,"Charlotte, NC: Charlotte Douglas International",160,23,16.07,0.79,2.47,0,3.67,17,0,925,484,187,114,0,140
2021,2,WN,Southwest Airlines Co.,CMH,"Columbus, OH: John Glenn Columbus International",343,46,16.99,1.7,5.92,1.88,19.51,23,1,1975,652,121,156,39,1007
2021,2,WN,Southwest Airlines Co.,CRP,"Corpus Christi, TX: Corpus Christi International",56,9,5.23,0,0.16,0,3.61,6,0,385,285,0,7,0,93
2021,2,WN,Southwest Airlines Co.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",156,21,9.11,0,8.53,0,3.37,10,0,521,239,0,201,0,81
2021,2,WN,Southwest Airlines Co.,DAL,"Dallas, TX: Dallas Love Field",2674,242,100.17,5.51,78.5,2.84,54.98,314,2,10467,4873,413,2429,84,2668
2021,2,WN,Southwest Airlines Co.,DCA,"Washington, DC: Ronald Reagan Washington National",235,22,8.65,0.59,4.57,0,8.19,20,0,898,310,10,183,0,395
2021,2,WN,Southwest Airlines Co.,DEN,"Denver, CO: Denver International",4250,625,195.95,13.43,285.12,1.11,129.39,176,0,24349,8703,1296,8325,29,5996
2021,2,WN,Southwest Airlines Co.,DSM,"Des Moines, IA: Des Moines International",56,4,0.49,0,2.64,0,0.88,3,0,149,31,0,83,0,35
2021,2,WN,Southwest Airlines Co.,DTW,"Detroit, MI: Detroit Metro Wayne County",200,28,14.19,0,4.51,1,8.3,20,0,998,452,0,137,18,391
2021,2,WN,Southwest Airlines Co.,ECP,"Panama City, FL: Northwest Florida Beaches International",85,18,8.47,0,3.38,0,6.16,11,0,815,334,0,164,0,317
2021,2,WN,Southwest Airlines Co.,ELP,"El Paso, TX: El Paso International",200,33,20,1.68,2.46,1,7.86,17,0,1253,795,72,66,20,300
2021,2,WN,Southwest Airlines Co.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",824,119,64.07,2.63,28.4,0,23.91,64,0,5538,3121,434,921,0,1062
2021,2,WN,Southwest Airlines Co.,GEG,"Spokane, WA: Spokane International",164,30,14.53,0,8.82,0,6.65,1,0,1052,535,0,217,0,300
2021,2,WN,Southwest Airlines Co.,GRR,"Grand Rapids, MI: Gerald R. Ford International",144,19,6.82,0.9,5.04,1,5.24,6,0,1085,362,164,221,15,323
2021,2,WN,Southwest Airlines Co.,GSP,"Greer, SC: Greenville-Spartanburg International",80,16,5.97,0.2,2.55,0,7.29,7,0,697,202,12,138,0,345
2021,2,WN,Southwest Airlines Co.,HDN,"Hayden, CO: Yampa Valley",94,10,4.68,0.61,2.65,0,2.06,0,0,384,221,11,95,0,57
2021,2,WN,Southwest Airlines Co.,HNL,"Honolulu, HI: Daniel K Inouye International",504,15,7.86,0,4.26,0,2.89,7,2,974,686,0,157,0,131
2021,2,WN,Southwest Airlines Co.,HOU,"Houston, TX: William P Hobby",2543,273,79.53,6.04,118.35,1.84,67.24,331,5,10529,3409,339,3813,73,2895
2021,2,WN,Southwest Airlines Co.,HRL,"Harlingen/San Benito, TX: Valley International",56,10,5.68,0,0.45,0,3.87,7,0,248,147,0,12,0,89
2021,2,WN,Southwest Airlines Co.,IAD,"Washington, DC: Washington Dulles International",56,9,4.89,0,1.35,0.12,2.64,1,0,581,253,0,80,18,230
2021,2,WN,Southwest Airlines Co.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",64,5,4.13,0,0.87,0,0,3,0,157,125,0,32,0,0
2021,2,WN,Southwest Airlines Co.,IND,"Indianapolis, IN: Indianapolis International",387,43,15.69,2.2,8.03,0,17.08,15,1,1867,517,237,321,0,792
2021,2,WN,Southwest Airlines Co.,ISP,"Islip, NY: Long Island MacArthur",116,17,6.73,0,2.1,0,8.17,12,0,856,302,0,79,0,475
2021,2,WN,Southwest Airlines Co.,ITO,"Hilo, HI: Hilo International",84,3,2.99,0,0.01,0,0,1,0,220,219,0,1,0,0
2021,2,WN,Southwest Airlines Co.,JAX,"Jacksonville, FL: Jacksonville International",188,39,21.46,1.99,7.92,0,7.63,19,0,1748,883,256,304,0,305
2021,2,WN,Southwest Airlines Co.,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",168,6,3.48,0.69,1.51,0,0.32,2,0,298,234,11,26,0,27
2021,2,WN,Southwest Airlines Co.,LAS,"Las Vegas, NV: McCarran International",2506,282,104.1,2.1,102.69,2,71.11,93,3,11143,4255,330,3049,360,3149
2021,2,WN,Southwest Airlines Co.,LAX,"Los Angeles, CA: Los Angeles International",928,102,49.06,1,19.86,0,32.08,36,0,4333,2158,19,635,0,1521
2021,2,WN,Southwest Airlines Co.,LBB,"Lubbock, TX: Lubbock Preston Smith International",60,12,5.83,1.64,3.01,0,1.52,6,0,529,253,77,130,0,69
2021,2,WN,Southwest Airlines Co.,LGA,"New York, NY: LaGuardia",254,15,8.8,0,2.92,0,3.27,39,1,895,622,0,118,0,155
2021,2,WN,Southwest Airlines Co.,LGB,"Long Beach, CA: Long Beach Airport",448,22,11,0.41,2.69,0,7.9,9,0,617,319,9,60,0,229
2021,2,WN,Southwest Airlines Co.,LIH,"Lihue, HI: Lihue Airport",56,4,4,0,0,0,0,1,0,341,341,0,0,0,0
2021,2,WN,Southwest Airlines Co.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",132,12,10.58,0,1.11,0,0.31,21,0,430,387,0,31,0,12
2021,2,WN,Southwest Airlines Co.,MAF,"Midland/Odessa, TX: Midland International Air and Space Port",136,15,5.62,0,4.47,0,4.92,17,1,478,161,0,143,0,174
2021,2,WN,Southwest Airlines Co.,MCI,"Kansas City, MO: Kansas City International",696,91,46.25,1,19.28,0,24.46,41,0,3861,1833,21,579,0,1428
2021,2,WN,Southwest Airlines Co.,MCO,"Orlando, FL: Orlando International",1882,319,98.4,4.73,129.43,1.92,84.52,91,4,13996,4673,463,4475,77,4308
2021,2,WN,Southwest Airlines Co.,MDW,"Chicago, IL: Chicago Midway International",3284,280,92.77,8.45,101.29,2.2,75.29,321,13,11402,4357,660,3100,63,3222
2021,2,WN,Southwest Airlines Co.,MEM,"Memphis, TN: Memphis International",236,12,8.83,0,1.94,0,1.24,57,0,346,250,0,69,0,27
2021,2,WN,Southwest Airlines Co.,MHT,"Manchester, NH: Manchester-Boston Regional",120,8,2.66,0,1,0,4.34,17,0,434,177,0,32,0,225
2021,2,WN,Southwest Airlines Co.,MIA,"Miami, FL: Miami International",260,49,26.04,1,14.4,0,7.57,10,0,2171,1092,25,718,0,336
2021,2,WN,Southwest Airlines Co.,MKE,"Milwaukee, WI: General Mitchell International",377,63,23.32,0.92,9.12,0,29.64,19,1,2603,919,52,292,0,1340
2021,2,WN,Southwest Airlines Co.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",225,35,18.17,0,8.07,0.67,8.1,6,0,1754,840,0,274,12,628
2021,2,WN,Southwest Airlines Co.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",518,82,42.91,0,16.14,1.54,21.41,28,4,3646,2033,0,692,31,890
2021,2,WN,Southwest Airlines Co.,MTJ,"Montrose/Delta, CO: Montrose Regional",89,5,4.16,0,0.41,0,0.43,6,0,161,130,0,12,0,19
2021,2,WN,Southwest Airlines Co.,OAK,"Oakland, CA: Metropolitan Oakland International",1501,127,48.92,0.89,36.05,0.53,40.61,22,1,4762,1946,102,1010,8,1696
2021,2,WN,Southwest Airlines Co.,OGG,"Kahului, HI: Kahului Airport",280,15,6.56,0,5.48,0,2.96,3,1,502,218,0,131,0,153
2021,2,WN,Southwest Airlines Co.,OKC,"Oklahoma City, OK: Will Rogers World",288,31,18.42,0,5.3,0,7.28,38,0,1025,644,0,169,0,212
2021,2,WN,Southwest Airlines Co.,OMA,"Omaha, NE: Eppley Airfield",298,40,17.56,0,9.96,0,12.48,15,1,1747,708,0,472,0,567
2021,2,WN,Southwest Airlines Co.,ONT,"Ontario, CA: Ontario International",412,42,19.63,0,4.95,0,17.41,3,0,1832,919,0,176,0,737
2021,2,WN,Southwest Airlines Co.,ORD,"Chicago, IL: Chicago O'Hare International",240,30,12.74,1.55,12.13,0,3.58,19,2,1487,557,200,577,0,153
2021,2,WN,Southwest Airlines Co.,ORF,"Norfolk, VA: Norfolk International",160,26,9.71,1.54,6.45,0,8.3,12,0,991,266,94,251,0,380
2021,2,WN,Southwest Airlines Co.,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",140,22,5.32,0.87,7.92,1,6.89,8,0,1129,206,262,357,23,281
2021,2,WN,Southwest Airlines Co.,PDX,"Portland, OR: Portland International",328,52,15.4,0,26.01,0,10.59,30,0,2463,954,0,1123,0,386
2021,2,WN,Southwest Airlines Co.,PHL,"Philadelphia, PA: Philadelphia International",246,25,15.6,0.3,1.71,0,7.4,24,0,1006,491,13,135,0,367
2021,2,WN,Southwest Airlines Co.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2839,293,101.76,8.02,98.53,2.28,82.41,130,2,12405,5287,700,2645,62,3711
2021,2,WN,Southwest Airlines Co.,PIT,"Pittsburgh, PA: Pittsburgh International",303,50,16.52,2.12,7.89,2,21.47,12,0,2348,763,85,376,50,1074
2021,2,WN,Southwest Airlines Co.,PNS,"Pensacola, FL: Pensacola International",60,12,6.03,0,3.99,0,1.98,9,0,531,229,0,190,0,112
2021,2,WN,Southwest Airlines Co.,PSP,"Palm Springs, CA: Palm Springs International",140,6,2.19,0,1.13,0,2.68,0,2,214,127,0,30,0,57
2021,2,WN,Southwest Airlines Co.,PVD,"Providence, RI: Theodore Francis Green State",130,22,11.4,0.91,2.73,0.97,5.99,13,1,1127,632,23,142,30,300
2021,2,WN,Southwest Airlines Co.,PWM,"Portland, ME: Portland International Jetport",56,9,3.78,0,2.71,1,1.51,9,0,248,108,0,80,22,38
2021,2,WN,Southwest Airlines Co.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",282,47,19.88,2.21,10.07,0,14.84,24,0,2000,790,265,431,0,514
2021,2,WN,Southwest Airlines Co.,RIC,"Richmond, VA: Richmond International",56,2,0,0,0,0,2,5,0,52,0,0,0,0,52
2021,2,WN,Southwest Airlines Co.,RNO,"Reno, NV: Reno/Tahoe International",233,45,16.56,0,9.8,0,18.64,4,0,1757,733,0,321,0,703
2021,2,WN,Southwest Airlines Co.,ROC,"Rochester, NY: Greater Rochester International",57,11,2.05,0.24,2.13,1.02,5.56,6,0,366,57,9,41,23,236
2021,2,WN,Southwest Airlines Co.,RSW,"Fort Myers, FL: Southwest Florida International",639,149,49.18,1.25,78.61,0,19.96,38,4,6095,2617,94,2483,0,901
2021,2,WN,Southwest Airlines Co.,SAN,"San Diego, CA: San Diego International",866,107,42.7,2.37,21.56,0,40.36,21,0,3828,1448,117,561,0,1702
2021,2,WN,Southwest Airlines Co.,SAT,"San Antonio, TX: San Antonio International",427,51,23.68,1.3,13.59,1,11.43,79,1,2521,913,87,917,16,588
2021,2,WN,Southwest Airlines Co.,SDF,"Louisville, KY: Louisville Muhammad Ali International",154,22,11.47,0,3.41,0,7.11,9,3,904,500,0,110,0,294
2021,2,WN,Southwest Airlines Co.,SEA,"Seattle, WA: Seattle/Tacoma International",299,48,21.34,0,9.91,1,15.76,18,0,1477,677,0,302,28,470
2021,2,WN,Southwest Airlines Co.,SFO,"San Francisco, CA: San Francisco International",308,32,12.56,0,2.37,0,17.07,5,0,1302,511,0,72,0,719
2021,2,WN,Southwest Airlines Co.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",884,71,31.75,1.28,16.43,0,21.53,15,1,2973,1359,46,451,0,1117
2021,2,WN,Southwest Airlines Co.,SJU,"San Juan, PR: Luis Munoz Marin International",200,29,16.41,3.39,6.44,0,2.76,1,0,1115,506,312,224,0,73
2021,2,WN,Southwest Airlines Co.,SLC,"Salt Lake City, UT: Salt Lake City International",441,108,57.68,0.38,25.42,0.78,23.75,15,1,4152,2011,19,751,21,1350
2021,2,WN,Southwest Airlines Co.,SMF,"Sacramento, CA: Sacramento International",1051,101,42.78,1,23.57,1,32.65,19,0,4498,2059,70,700,107,1562
2021,2,WN,Southwest Airlines Co.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",784,64,26.69,1.97,10.13,0,25.21,14,3,2209,899,93,249,0,968
2021,2,WN,Southwest Airlines Co.,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",94,18,7.95,0,8.78,0,1.27,9,1,727,375,0,317,0,35
2021,2,WN,Southwest Airlines Co.,STL,"St. Louis, MO: St Louis Lambert International",1332,95,39.11,2.59,17.17,1.82,34.32,160,2,3644,1235,212,679,48,1470
2021,2,WN,Southwest Airlines Co.,TPA,"Tampa, FL: Tampa International",1163,193,66.83,2.01,76.61,1.46,46.09,70,1,7737,2869,194,2363,53,2258
2021,2,WN,Southwest Airlines Co.,TUL,"Tulsa, OK: Tulsa International",168,22,12.59,0,3.78,0,5.63,23,0,818,313,0,218,0,287
2021,2,WN,Southwest Airlines Co.,TUS,"Tucson, AZ: Tucson International",140,16,6.59,0.35,2.32,0,6.74,4,0,691,177,22,92,0,400
2021,2,YV,Mesa Airlines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",38,5,2.86,0.05,0,0,2.09,6,0,369,123,2,0,0,244
2021,2,YV,Mesa Airlines Inc.,AMA,"Amarillo, TX: Rick Husband Amarillo International",71,16,5.02,2.06,2.35,0,6.57,13,0,2264,321,948,126,0,869
2021,2,YV,Mesa Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",111,11,2,0,9,0,0,14,0,580,121,0,459,0,0
2021,2,YV,Mesa Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",61,8,4.96,1,1.09,0,0.95,15,0,508,157,143,30,0,178
2021,2,YV,Mesa Airlines Inc.,AVL,"Asheville, NC: Asheville Regional",28,6,2.93,0.1,0.48,0,2.48,6,0,529,102,6,30,0,391
2021,2,YV,Mesa Airlines Inc.,BDL,"Hartford, CT: Bradley International",16,4,0,1,3,0,0,1,0,1306,0,1150,156,0,0
2021,2,YV,Mesa Airlines Inc.,BFL,"Bakersfield, CA: Meadows Field",28,5,1.92,1.47,0.71,0,0.91,4,0,319,101,83,43,0,92
2021,2,YV,Mesa Airlines Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",88,13,3.16,1.2,3.12,0,5.51,17,0,949,144,104,160,0,541
2021,2,YV,Mesa Airlines Inc.,BNA,"Nashville, TN: Nashville International",60,6,2,0,4,0,0,12,0,246,61,0,185,0,0
2021,2,YV,Mesa Airlines Inc.,BOI,"Boise, ID: Boise Air Terminal",76,18,8.56,1.22,3.47,0,4.75,1,0,1486,666,189,84,0,547
2021,2,YV,Mesa Airlines Inc.,BOS,"Boston, MA: Logan International",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,2,YV,Mesa Airlines Inc.,BTV,"Burlington, VT: Burlington International",6,1,0,0,1,0,0,1,0,101,0,0,101,0,0
2021,2,YV,Mesa Airlines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",1,1,0,0,1,0,0,0,0,121,0,0,121,0,0
2021,2,YV,Mesa Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",46,4,3,0,1,0,0,8,1,145,122,0,23,0,0
2021,2,YV,Mesa Airlines Inc.,BZN,"Bozeman, MT: Bozeman Yellowstone International",16,5,3,0,2,0,0,2,0,306,225,0,81,0,0
2021,2,YV,Mesa Airlines Inc.,CHS,"Charleston, SC: Charleston AFB/International",52,5,0.55,0,4,0,0.45,11,0,385,131,0,147,0,107
2021,2,YV,Mesa Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",51,2,0,0,2,0,0,7,0,79,0,0,79,0,0
2021,2,YV,Mesa Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",77,8,1,0,7,0,0,8,0,634,164,0,470,0,0
2021,2,YV,Mesa Airlines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",52,4,0,0,4,0,0,9,0,159,0,0,159,0,0
2021,2,YV,Mesa Airlines Inc.,CRP,"Corpus Christi, TX: Corpus Christi International",44,1,0,0,1,0,0,3,0,81,0,0,81,0,0
2021,2,YV,Mesa Airlines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",62,5,4,0,1,0,0,9,0,303,265,0,38,0,0
2021,2,YV,Mesa Airlines Inc.,DAB,"Daytona Beach, FL: Daytona Beach International",28,10,3.51,0.96,1.96,0,3.57,5,0,466,211,31,59,0,165
2021,2,YV,Mesa Airlines Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",6,2,2,0,0,0,0,2,0,717,717,0,0,0,0
2021,2,YV,Mesa Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",67,1,1,0,0,0,0,10,0,61,61,0,0,0,0
2021,2,YV,Mesa Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",1751,443,40.71,59.26,210.75,0.13,132.15,301,4,40027,4604,7902,11724,12,15785
2021,2,YV,Mesa Airlines Inc.,DSM,"Des Moines, IA: Des Moines International",30,2,1,0,1,0,0,4,0,80,20,0,60,0,0
2021,2,YV,Mesa Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",96,7,2,0,5,0,0,13,1,404,74,0,330,0,0
2021,2,YV,Mesa Airlines Inc.,ECP,"Panama City, FL: Northwest Florida Beaches International",69,14,4.81,3.82,4.83,0,0.54,8,1,1746,397,1009,305,0,35
2021,2,YV,Mesa Airlines Inc.,ELP,"El Paso, TX: El Paso International",242,29,12.2,4.36,3.69,0,8.74,28,0,3968,2247,442,286,0,993
2021,2,YV,Mesa Airlines Inc.,EYW,"Key West, FL: Key West International",28,3,2,0,1,0,0,4,0,82,49,0,33,0,0
2021,2,YV,Mesa Airlines Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",66,11,2,0.47,4.53,0,4,0,0,496,200,9,108,0,179
2021,2,YV,Mesa Airlines Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",56,2,1,0,1,0,0,8,0,32,17,0,15,0,0
2021,2,YV,Mesa Airlines Inc.,GUC,"Gunnison, CO: Gunnison-Crested Butte Regional",8,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2021,2,YV,Mesa Airlines Inc.,HOU,"Houston, TX: William P Hobby",139,28,9.23,2.69,7.18,0,8.9,27,0,2250,504,253,408,0,1085
2021,2,YV,Mesa Airlines Inc.,HRL,"Harlingen/San Benito, TX: Valley International",22,1,1,0,0,0,0,6,0,17,17,0,0,0,0
2021,2,YV,Mesa Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",438,60,11,11,36,0,2,37,0,3485,897,610,1904,0,74
2021,2,YV,Mesa Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",2477,255,69.3,32.52,150.5,0,2.68,458,1,17846,7811,3341,6505,0,189
2021,2,YV,Mesa Airlines Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",8,0,0,0,0,0,0,3,0,0,0,0,0,0,0
2021,2,YV,Mesa Airlines Inc.,ILM,"Wilmington, NC: Wilmington International",56,5,1,0.03,2.14,0,1.83,10,1,501,91,4,80,0,326
2021,2,YV,Mesa Airlines Inc.,IND,"Indianapolis, IN: Indianapolis International",90,11,5,0,6,0,0,15,0,824,310,0,514,0,0
2021,2,YV,Mesa Airlines Inc.,JAX,"Jacksonville, FL: Jacksonville International",64,6,4,0,2,0,0,13,0,174,88,0,86,0,0
2021,2,YV,Mesa Airlines Inc.,LBB,"Lubbock, TX: Lubbock Preston Smith International",137,28,5.98,2.75,9.31,0,9.96,23,1,2433,369,384,480,0,1200
2021,2,YV,Mesa Airlines Inc.,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",9,1,0,0,0,0,1,3,0,41,0,0,0,0,41
2021,2,YV,Mesa Airlines Inc.,LGA,"New York, NY: LaGuardia",83,8,3,2,3,0,0,15,0,1331,100,938,293,0,0
2021,2,YV,Mesa Airlines Inc.,LGB,"Long Beach, CA: Long Beach Airport",16,1,0.17,0,0,0,0.83,0,0,112,19,0,0,0,93
2021,2,YV,Mesa Airlines Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",14,1,0,1,0,0,0,0,0,694,0,694,0,0,0
2021,2,YV,Mesa Airlines Inc.,MAF,"Midland/Odessa, TX: Midland International Air and Space Port",257,31,5.93,3.46,8.26,0,13.35,60,1,2942,535,1049,524,0,834
2021,2,YV,Mesa Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",138,9,6.65,0,2.35,0,0,13,1,397,204,0,193,0,0
2021,2,YV,Mesa Airlines Inc.,MEM,"Memphis, TN: Memphis International",42,0,0,0,0,0,0,11,0,0,0,0,0,0,0
2021,2,YV,Mesa Airlines Inc.,MFE,"Mission/McAllen/Edinburg, TX: McAllen Miller International",40,2,2,0,0,0,0,8,0,121,121,0,0,0,0
2021,2,YV,Mesa Airlines Inc.,MLB,"Melbourne, FL: Melbourne International",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,2,YV,Mesa Airlines Inc.,MLI,"Moline, IL: Quad City International",56,9,4.52,1.18,0.69,0,2.6,8,0,680,298,98,34,0,250
2021,2,YV,Mesa Airlines Inc.,MRY,"Monterey, CA: Monterey Regional",100,18,8.32,0,7.23,0,2.45,5,1,840,499,0,181,0,160
2021,2,YV,Mesa Airlines Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",56,4,1.38,0,0.83,0,1.79,0,0,178,117,0,15,0,46
2021,2,YV,Mesa Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",55,4,1,0,3,0,0,9,0,196,20,0,176,0,0
2021,2,YV,Mesa Airlines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",76,9,5,0,4,0,0,10,0,454,265,0,189,0,0
2021,2,YV,Mesa Airlines Inc.,MTJ,"Montrose/Delta, CO: Montrose Regional",26,2,1,0,1,0,0,6,0,106,26,0,80,0,0
2021,2,YV,Mesa Airlines Inc.,OKC,"Oklahoma City, OK: Will Rogers World",122,9,3,0,6,0,0,23,0,436,220,0,216,0,0
2021,2,YV,Mesa Airlines Inc.,OMA,"Omaha, NE: Eppley Airfield",66,1,0,0,1,0,0,11,0,55,0,0,55,0,0
2021,2,YV,Mesa Airlines Inc.,ONT,"Ontario, CA: Ontario International",56,5,4,0,1,0,0,6,0,234,154,0,80,0,0
2021,2,YV,Mesa Airlines Inc.,ORF,"Norfolk, VA: Norfolk International",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,2,YV,Mesa Airlines Inc.,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",44,5,2,0,3,0,0,5,0,469,116,0,353,0,0
2021,2,YV,Mesa Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",56,3,2,0,1,0,0,11,0,182,110,0,72,0,0
2021,2,YV,Mesa Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",633,71,17.43,4.24,23.6,0.14,25.6,3,0,5704,1797,542,637,30,2698
2021,2,YV,Mesa Airlines Inc.,PIA,"Peoria, IL: General Downing - Peoria International",56,14,5.04,1.81,1.1,0,6.05,8,0,1542,403,132,78,0,929
2021,2,YV,Mesa Airlines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",56,6,5,0,1,0,0,8,0,385,370,0,15,0,0
2021,2,YV,Mesa Airlines Inc.,PNS,"Pensacola, FL: Pensacola International",148,27,6.77,6.97,4.27,0,8.99,20,0,3188,318,2163,206,0,501
2021,2,YV,Mesa Airlines Inc.,PSP,"Palm Springs, CA: Palm Springs International",10,1,0,0,1,0,0,2,0,20,0,0,20,0,0
2021,2,YV,Mesa Airlines Inc.,PWM,"Portland, ME: Portland International Jetport",10,4,1,1,2,0,0,1,0,164,18,38,108,0,0
2021,2,YV,Mesa Airlines Inc.,RAP,"Rapid City, SD: Rapid City Regional",64,17,4.91,2.52,3.77,0,5.8,7,1,1658,323,330,262,0,743
2021,2,YV,Mesa Airlines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",79,11,2,1,8,0,0,11,0,720,38,38,644,0,0
2021,2,YV,Mesa Airlines Inc.,RIC,"Richmond, VA: Richmond International",6,2,1,0,1,0,0,0,0,539,454,0,85,0,0
2021,2,YV,Mesa Airlines Inc.,RNO,"Reno, NV: Reno/Tahoe International",84,13,5.55,0.71,3.58,1,2.16,7,0,1541,923,123,134,21,340
2021,2,YV,Mesa Airlines Inc.,RSW,"Fort Myers, FL: Southwest Florida International",11,3,1,0,2,0,0,2,0,130,71,0,59,0,0
